,Id,State,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Prescriptions Dispensed by US Retailers in that year (millions)
0,US01,Alabama,1999,39,4430141.0,0.9,0.6,1.2,116.0
1,US02,Alaska,1999,28,624779.0,4.75,3.0,6.5,116.0
2,US04,Arizona,1999,250,5023823.0,5.0,4.4,5.6,116.0
3,US05,Arkansas,1999,29,2651860.0,1.15,0.7,1.6,116.0
4,US06,California,1999,1598,33499204.0,4.75,4.5,5.0,116.0
5,US08,Colorado,1999,169,4226018.0,4.0,3.4,4.6,116.0
6,US09,Connecticut,1999,158,3386401.0,4.65,3.9,5.4,116.0
7,US10,Delaware,1999,32,774990.0,4.3,2.8,5.8,116.0
8,US11,District of Columbia,1999,28,570213.0,5.2,3.3,7.1,116.0
9,US12,Florida,1999,417,15759421.0,2.65,2.4,2.9,116.0
10,US13,Georgia,1999,85,8045965.0,1.05,0.8,1.3,116.0
11,US15,Hawaii,1999,34,1210300.0,2.9,1.9,3.9,116.0
12,US16,Idaho,1999,32,1275674.0,2.6,1.7,3.5,116.0
13,US17,Illinois,1999,544,12359020.0,4.4,4.0,4.8,116.0
14,US18,Indiana,1999,49,6044969.0,0.85,0.6,1.1,116.0
15,US19,Iowa,1999,15,2917634.0,0.55,0.3,0.8,116.0
16,US20,Kansas,1999,26,2678338.0,1.0,0.6,1.4,116.0
17,US21,Kentucky,1999,56,4018053.0,1.45,1.1,1.8,116.0
18,US22,Louisiana,1999,30,4460811.0,0.75,0.5,1.0,116.0
19,US23,Maine,1999,32,1266808.0,2.65,1.7,3.6,116.0
20,US24,Maryland,1999,503,5254509.0,9.55,8.7,10.4,116.0
21,US25,Massachusetts,1999,346,6317345.0,5.5,4.9,6.1,116.0
22,US26,Michigan,1999,140,9897116.0,1.4,1.2,1.6,116.0
23,US27,Minnesota,1999,67,4873481.0,1.4,1.1,1.7,116.0
24,US28,Mississippi,1999,16,2828408.0,0.6,0.3,0.9,116.0
25,US29,Missouri,1999,106,5561948.0,1.9,1.5,2.3,116.0
26,US30,Montana,1999,16,897507.0,1.95,1.0,2.9,116.0
27,US31,Nebraska,1999,360,1704764.0,6.71668742217,5.78667496887,7.64669987547,116.0
28,US32,Nevada,1999,166,1934718.0,8.6,7.3,9.9,116.0
29,US33,New Hampshire,1999,41,1222014.0,3.5,2.4,4.6,116.0
30,US34,New Jersey,1999,344,8359592.0,4.1,3.7,4.5,116.0
31,US35,New Mexico,1999,187,1808082.0,10.35,8.9,11.8,116.0
32,US36,New York,1999,664,18882725.0,3.5,3.2,3.8,116.0
33,US37,North Carolina,1999,161,7949361.0,2.0,1.7,2.3,116.0
34,US38,North Dakota,1999,360,644259.0,6.71668742217,5.78667496887,7.64669987547,116.0
35,US39,Ohio,1999,180,11335454.0,1.6,1.4,1.8,116.0
36,US40,Oklahoma,1999,91,3437147.0,2.7,2.1,3.3,116.0
37,US41,Oregon,1999,201,3393941.0,5.9,5.1,6.7,116.0
38,US42,Pennsylvania,1999,328,12263805.0,2.7,2.4,3.0,116.0
39,US44,Rhode Island,1999,36,1040402.0,3.6,2.4,4.8,116.0
40,US45,South Carolina,1999,50,3974682.0,1.3,0.9,1.7,116.0
41,US46,South Dakota,1999,360,750412.0,6.71668742217,5.78667496887,7.64669987547,116.0
42,US47,Tennessee,1999,91,5638706.0,1.65,1.3,2.0,116.0
43,US48,Texas,1999,379,20558220.0,1.85,1.7,2.0,116.0
44,US49,Utah,1999,145,2203482.0,6.6,5.5,7.7,116.0
45,US50,Vermont,1999,17,604683.0,3.05,1.6,4.5,116.0
46,US51,Virginia,1999,210,7000174.0,3.0,2.6,3.4,116.0
47,US53,Washington,1999,372,5842564.0,6.35,5.7,7.0,116.0
48,US54,West Virginia,1999,34,1811799.0,1.95,1.3,2.6,116.0
49,US55,Wisconsin,1999,85,5332666.0,1.65,1.3,2.0,116.0
50,US56,Wyoming,1999,360,491780.0,6.71668742217,5.78667496887,7.64669987547,116.0
51,US01,Alabama,2000,46,4447100.0,1.1,0.8,1.4,126.0
52,US02,Alaska,2000,27,626932.0,4.55,2.8,6.3,126.0
53,US04,Arizona,2000,249,5130632.0,4.9,4.3,5.5,126.0
54,US05,Arkansas,2000,20,2673400.0,0.85,0.5,1.2,126.0
55,US06,California,2000,1105,33871648.0,3.3,3.1,3.5,126.0
56,US08,Colorado,2000,184,4301261.0,4.3,3.7,4.9,126.0
57,US09,Connecticut,2000,173,3405565.0,5.05,4.3,5.8,126.0
58,US10,Delaware,2000,36,783600.0,4.8,3.2,6.4,126.0
59,US11,District of Columbia,2000,43,572059.0,7.75,5.4,10.1,126.0
60,US12,Florida,2000,571,15982378.0,3.6,3.3,3.9,126.0
61,US13,Georgia,2000,134,8186453.0,1.65,1.4,1.9,126.0
62,US15,Hawaii,2000,31,1211537.0,2.65,1.7,3.6,126.0
63,US16,Idaho,2000,29,1293953.0,2.35,1.5,3.2,126.0
64,US17,Illinois,2000,629,12419293.0,5.1,4.7,5.5,126.0
65,US18,Indiana,2000,47,6080485.0,0.8,0.6,1.0,126.0
66,US19,Iowa,2000,19,2926324.0,0.7,0.4,1.0,126.0
67,US20,Kansas,2000,23,2688418.0,0.9,0.5,1.3,126.0
68,US21,Kentucky,2000,94,4041769.0,2.35,1.9,2.8,126.0
69,US22,Louisiana,2000,53,4468976.0,1.25,0.9,1.6,126.0
70,US23,Maine,2000,42,1274923.0,3.45,2.4,4.5,126.0
71,US24,Maryland,2000,497,5296486.0,9.4,8.6,10.2,126.0
72,US25,Massachusetts,2000,319,6349097.0,5.05,4.5,5.6,126.0
73,US26,Michigan,2000,196,9938444.0,1.95,1.7,2.2,126.0
74,US27,Minnesota,2000,69,4919479.0,1.45,1.1,1.8,126.0
75,US28,Mississippi,2000,14,2844658.0,0.55,0.3,0.8,126.0
76,US29,Missouri,2000,138,5595211.0,2.5,2.1,2.9,126.0
77,US30,Montana,2000,13,902195.0,1.65,0.8,2.5,126.0
78,US31,Nebraska,2000,16,1711263.0,1.0,0.5,1.5,126.0
79,US32,Nevada,2000,203,1998257.0,10.2,8.8,11.6,126.0
80,US33,New Hampshire,2000,29,1235786.0,2.5,1.6,3.4,126.0
81,US34,New Jersey,2000,363,8414350.0,4.35,3.9,4.8,126.0
82,US35,New Mexico,2000,190,1819046.0,10.45,9.0,11.9,126.0
83,US36,New York,2000,521,18976457.0,2.75,2.5,3.0,126.0
84,US37,North Carolina,2000,292,8049313.0,3.6,3.2,4.0,126.0
85,US38,North Dakota,2000,360,642200.0,6.71668742217,5.78667496887,7.64669987547,126.0
86,US39,Ohio,2000,270,11353140.0,2.4,2.1,2.7,126.0
87,US40,Oklahoma,2000,136,3450654.0,3.95,3.3,4.6,126.0
88,US41,Oregon,2000,178,3421399.0,5.2,4.4,6.0,126.0
89,US42,Pennsylvania,2000,330,12281054.0,2.7,2.4,3.0,126.0
90,US44,Rhode Island,2000,61,1048319.0,6.0,4.5,7.5,126.0
91,US45,South Carolina,2000,90,4012012.0,2.3,1.8,2.8,126.0
92,US46,South Dakota,2000,360,754844.0,6.71668742217,5.78667496887,7.64669987547,126.0
93,US47,Tennessee,2000,103,5689283.0,1.85,1.5,2.2,126.0
94,US48,Texas,2000,457,20851820.0,2.2,2.0,2.4,126.0
95,US49,Utah,2000,159,2233169.0,7.1,6.0,8.2,126.0
96,US50,Vermont,2000,24,608827.0,4.2,2.5,5.9,126.0
97,US51,Virginia,2000,260,7078515.0,3.65,3.2,4.1,126.0
98,US53,Washington,2000,374,5894121.0,6.35,5.7,7.0,126.0
99,US54,West Virginia,2000,52,1808344.0,2.95,2.1,3.8,126.0
100,US55,Wisconsin,2000,117,5363675.0,2.2,1.8,2.6,126.0
101,US56,Wyoming,2000,10,493782.0,2.35,1.0,3.7,126.0
102,US01,Alabama,2001,67,4467634.0,1.55,1.2,1.9,138.0
103,US02,Alaska,2001,17,633714.0,2.95,1.6,4.3,138.0
104,US04,Arizona,2001,275,5273477.0,5.2,4.6,5.8,138.0
105,US05,Arkansas,2001,30,2691571.0,1.2,0.8,1.6,138.0
106,US06,California,2001,605,34479458.0,1.75,1.6,1.9,138.0
107,US08,Colorado,2001,204,4425687.0,4.6,4.0,5.2,138.0
108,US09,Connecticut,2001,158,3432835.0,4.6,3.9,5.3,138.0
109,US10,Delaware,2001,40,795699.0,5.2,3.6,6.8,138.0
110,US11,District of Columbia,2001,48,574504.0,8.65,6.2,11.1,138.0
111,US12,Florida,2001,890,16356966.0,5.45,5.1,5.8,138.0
112,US13,Georgia,2001,199,8377038.0,2.35,2.0,2.7,138.0
113,US15,Hawaii,2001,39,1225948.0,3.3,2.3,4.3,138.0
114,US16,Idaho,2001,51,1319962.0,4.0,2.9,5.1,138.0
115,US17,Illinois,2001,583,12488445.0,4.65,4.3,5.0,138.0
116,US18,Indiana,2001,79,6127760.0,1.3,1.0,1.6,138.0
117,US19,Iowa,2001,29,2931997.0,1.05,0.7,1.4,138.0
118,US20,Kansas,2001,47,2702162.0,1.8,1.3,2.3,138.0
119,US21,Kentucky,2001,149,4068132.0,3.7,3.1,4.3,138.0
120,US22,Louisiana,2001,87,4477875.0,2.0,1.6,2.4,138.0
121,US23,Maine,2001,61,1285692.0,4.85,3.6,6.1,138.0
122,US24,Maryland,2001,500,5374691.0,9.3,8.5,10.1,138.0
123,US25,Massachusetts,2001,519,6397634.0,8.1,7.4,8.8,138.0
124,US26,Michigan,2001,211,9991120.0,2.1,1.8,2.4,138.0
125,US27,Minnesota,2001,112,4982796.0,2.25,1.8,2.7,138.0
126,US28,Mississippi,2001,26,2852994.0,0.95,0.6,1.3,138.0
127,US29,Missouri,2001,137,5641142.0,2.4,2.0,2.8,138.0
128,US30,Montana,2001,21,906961.0,2.45,1.4,3.5,138.0
129,US31,Nebraska,2001,32,1719836.0,1.95,1.3,2.6,138.0
130,US32,Nevada,2001,205,2098399.0,9.75,8.4,11.1,138.0
131,US33,New Hampshire,2001,53,1255517.0,4.35,3.2,5.5,138.0
132,US34,New Jersey,2001,419,8492671.0,4.95,4.5,5.4,138.0
133,US35,New Mexico,2001,155,1831690.0,8.45,7.1,9.8,138.0
134,US36,New York,2001,654,19082838.0,3.45,3.2,3.7,138.0
135,US37,North Carolina,2001,342,8210122.0,4.15,3.7,4.6,138.0
136,US38,North Dakota,2001,360,639062.0,6.71668742217,5.78667496887,7.64669987547,138.0
137,US39,Ohio,2001,356,11387404.0,3.15,2.8,3.5,138.0
138,US40,Oklahoma,2001,170,3467100.0,4.9,4.2,5.6,138.0
139,US41,Oregon,2001,198,3467937.0,5.7,4.9,6.5,138.0
140,US42,Pennsylvania,2001,266,12298970.0,2.15,1.9,2.4,138.0
141,US44,Rhode Island,2001,86,1057142.0,8.25,6.5,10.0,138.0
142,US45,South Carolina,2001,89,4064995.0,2.25,1.8,2.7,138.0
143,US46,South Dakota,2001,10,757972.0,1.5,0.6,2.4,138.0
144,US47,Tennessee,2001,145,5750789.0,2.5,2.1,2.9,138.0
145,US48,Texas,2001,602,21319622.0,2.8,2.6,3.0,138.0
146,US49,Utah,2001,167,2283715.0,7.3,6.2,8.4,138.0
147,US50,Vermont,2001,39,612223.0,6.6,4.5,8.7,138.0
148,US51,Virginia,2001,326,7198362.0,4.5,4.0,5.0,138.0
149,US53,Washington,2001,332,5985722.0,5.5,4.9,6.1,138.0
150,US54,West Virginia,2001,150,1801481.0,8.35,7.0,9.7,138.0
151,US55,Wisconsin,2001,143,5406835.0,2.65,2.2,3.1,138.0
152,US56,Wyoming,2001,360,494657.0,6.71668742217,5.78667496887,7.64669987547,138.0
153,US01,Alabama,2002,75,4480089.0,1.7,1.3,2.1,142.0
154,US02,Alaska,2002,360,642337.0,6.71668742217,5.78667496887,7.64669987547,142.0
155,US04,Arizona,2002,340,5396255.0,6.3,5.6,7.0,142.0
156,US05,Arkansas,2002,96,2705927.0,3.6,2.9,4.3,142.0
157,US06,California,2002,1583,34871843.0,4.55,4.3,4.8,142.0
158,US08,Colorado,2002,206,4490406.0,4.6,4.0,5.2,142.0
159,US09,Connecticut,2002,174,3458749.0,5.05,4.3,5.8,142.0
160,US10,Delaware,2002,54,806169.0,6.85,5.0,8.7,142.0
161,US11,District of Columbia,2002,29,573158.0,5.35,3.4,7.3,142.0
162,US12,Florida,2002,1001,16689370.0,6.0,5.6,6.4,142.0
163,US13,Georgia,2002,223,8508256.0,2.65,2.3,3.0,142.0
164,US15,Hawaii,2002,48,1239613.0,4.0,2.9,5.1,142.0
165,US16,Idaho,2002,45,1340372.0,3.45,2.4,4.5,142.0
166,US17,Illinois,2002,612,12525556.0,4.9,4.5,5.3,142.0
167,US18,Indiana,2002,74,6155967.0,1.2,0.9,1.5,142.0
168,US19,Iowa,2002,41,2934234.0,1.45,1.0,1.9,142.0
169,US20,Kansas,2002,87,2713535.0,3.3,2.6,4.0,142.0
170,US21,Kentucky,2002,185,4089875.0,4.55,3.9,5.2,142.0
171,US22,Louisiana,2002,105,4497267.0,2.35,1.9,2.8,142.0
172,US23,Maine,2002,100,1295960.0,7.7,6.2,9.2,142.0
173,US24,Maryland,2002,562,5440389.0,10.35,9.5,11.2,142.0
174,US25,Massachusetts,2002,491,6417206.0,7.65,7.0,8.3,142.0
175,US26,Michigan,2002,248,10015710.0,2.5,2.2,2.8,142.0
176,US27,Minnesota,2002,112,5018935.0,2.2,1.8,2.6,142.0
177,US28,Mississippi,2002,27,2858681.0,1.0,0.6,1.4,142.0
178,US29,Missouri,2002,198,5674825.0,3.5,3.0,4.0,142.0
179,US30,Montana,2002,21,911667.0,2.45,1.4,3.5,142.0
180,US31,Nebraska,2002,25,1728292.0,1.5,0.9,2.1,142.0
181,US32,Nevada,2002,270,2173791.0,12.4,10.9,13.9,142.0
182,US33,New Hampshire,2002,83,1269089.0,6.65,5.2,8.1,142.0
183,US34,New Jersey,2002,505,8552643.0,5.9,5.4,6.4,142.0
184,US35,New Mexico,2002,205,1855309.0,11.05,9.5,12.6,142.0
185,US36,New York,2002,586,19137800.0,3.05,2.8,3.3,142.0
186,US37,North Carolina,2002,412,8326201.0,4.95,4.5,5.4,142.0
187,US38,North Dakota,2002,14,638168.0,2.45,1.2,3.7,142.0
188,US39,Ohio,2002,459,11407889.0,4.05,3.7,4.4,142.0
189,US40,Oklahoma,2002,152,3489080.0,4.35,3.7,5.0,142.0
190,US41,Oregon,2002,247,3513424.0,7.05,6.2,7.9,142.0
191,US42,Pennsylvania,2002,357,12331031.0,2.9,2.6,3.2,142.0
192,US44,Rhode Island,2002,77,1065995.0,7.35,5.7,9.0,142.0
193,US45,South Carolina,2002,85,4107795.0,2.15,1.7,2.6,142.0
194,US46,South Dakota,2002,13,760020.0,1.9,0.9,2.9,142.0
195,US47,Tennessee,2002,179,5795918.0,3.05,2.6,3.5,142.0
196,US48,Texas,2002,788,21690325.0,3.65,3.4,3.9,142.0
197,US49,Utah,2002,213,2324815.0,9.15,7.9,10.4,142.0
198,US50,Vermont,2002,41,615442.0,6.9,4.8,9.0,142.0
199,US51,Virginia,2002,361,7286873.0,4.95,4.4,5.5,142.0
200,US53,Washington,2002,474,6052349.0,7.8,7.1,8.5,142.0
201,US54,West Virginia,2002,183,1805414.0,10.15,8.7,11.6,142.0
202,US55,Wisconsin,2002,173,5445162.0,3.2,2.7,3.7,142.0
203,US56,Wyoming,2002,17,500017.0,3.7,2.0,5.4,142.0
204,US01,Alabama,2003,54,4503491.0,1.25,0.9,1.6,149.0
205,US02,Alaska,2003,14,648414.0,2.4,1.2,3.6,149.0
206,US04,Arizona,2003,350,5510364.0,6.35,5.7,7.0,149.0
207,US05,Arkansas,2003,98,2724816.0,3.65,2.9,4.4,149.0
208,US06,California,2003,1530,35253159.0,4.35,4.1,4.6,149.0
209,US08,Colorado,2003,229,4528732.0,5.05,4.4,5.7,149.0
210,US09,Connecticut,2003,168,3484336.0,4.85,4.1,5.6,149.0
211,US10,Delaware,2003,46,818003.0,5.8,4.1,7.5,149.0
212,US11,District of Columbia,2003,60,568502.0,10.85,8.1,13.6,149.0
213,US12,Florida,2003,1080,17004085.0,6.35,6.0,6.7,149.0
214,US13,Georgia,2003,248,8622793.0,2.85,2.5,3.2,149.0
215,US15,Hawaii,2003,47,1251154.0,3.9,2.8,5.0,149.0
216,US16,Idaho,2003,55,1363380.0,4.15,3.0,5.3,149.0
217,US17,Illinois,2003,504,12556006.0,4.05,3.7,4.4,149.0
218,US18,Indiana,2003,140,6196638.0,2.25,1.9,2.6,149.0
219,US19,Iowa,2003,43,2941999.0,1.55,1.1,2.0,149.0
220,US20,Kansas,2003,78,2723004.0,2.95,2.3,3.6,149.0
221,US21,Kentucky,2003,242,4117170.0,5.85,5.1,6.6,149.0
222,US22,Louisiana,2003,131,4521042.0,2.9,2.4,3.4,149.0
223,US23,Maine,2003,92,1306513.0,7.15,5.7,8.6,149.0
224,US24,Maryland,2003,568,5496269.0,10.35,9.5,11.2,149.0
225,US25,Massachusetts,2003,595,6422565.0,9.25,8.5,10.0,149.0
226,US26,Michigan,2003,278,10041152.0,2.75,2.4,3.1,149.0
227,US27,Minnesota,2003,122,5053572.0,2.4,2.0,2.8,149.0
228,US28,Mississippi,2003,31,2868312.0,1.1,0.7,1.5,149.0
229,US29,Missouri,2003,277,5709403.0,4.85,4.3,5.4,149.0
230,US30,Montana,2003,46,919630.0,5.2,3.7,6.7,149.0
231,US31,Nebraska,2003,14,1738643.0,0.9,0.4,1.4,149.0
232,US32,Nevada,2003,287,2248850.0,12.75,11.3,14.2,149.0
233,US33,New Hampshire,2003,99,1279840.0,7.85,6.3,9.4,149.0
234,US34,New Jersey,2003,466,8601402.0,5.4,4.9,5.9,149.0
235,US35,New Mexico,2003,228,1877574.0,12.15,10.6,13.7,149.0
236,US36,New York,2003,614,19175939.0,3.2,2.9,3.5,149.0
237,US37,North Carolina,2003,506,8422501.0,6.0,5.5,6.5,149.0
238,US38,North Dakota,2003,10,638817.0,1.85,0.8,2.9,149.0
239,US39,Ohio,2003,398,11434788.0,3.45,3.1,3.8,149.0
240,US40,Oklahoma,2003,262,3504892.0,7.5,6.6,8.4,149.0
241,US41,Oregon,2003,264,3547376.0,7.4,6.5,8.3,149.0
242,US42,Pennsylvania,2003,481,12374658.0,3.85,3.5,4.2,149.0
243,US44,Rhode Island,2003,108,1071342.0,10.1,8.2,12.0,149.0
244,US45,South Carolina,2003,95,4150297.0,2.35,1.9,2.8,149.0
245,US46,South Dakota,2003,10,763729.0,1.5,0.6,2.4,149.0
246,US47,Tennessee,2003,312,5847812.0,5.3,4.7,5.9,149.0
247,US48,Texas,2003,825,22030931.0,3.75,3.5,4.0,149.0
248,US49,Utah,2003,272,2360137.0,11.55,10.2,12.9,149.0
249,US50,Vermont,2003,50,617858.0,8.35,6.0,10.7,149.0
250,US51,Virginia,2003,374,7366977.0,5.1,4.6,5.6,149.0
251,US53,Washington,2003,492,6104115.0,8.05,7.3,8.8,149.0
252,US54,West Virginia,2003,203,1812295.0,11.2,9.7,12.7,149.0
253,US55,Wisconsin,2003,203,5479203.0,3.7,3.2,4.2,149.0
254,US56,Wyoming,2003,360,503453.0,6.71668742217,5.78667496887,7.64669987547,149.0
255,US01,Alabama,2004,92,4530729.0,2.05,1.6,2.5,155.0
256,US02,Alaska,2004,11,659286.0,1.9,0.8,3.0,155.0
257,US04,Arizona,2004,360,5652404.0,6.35,5.7,7.0,155.0
258,US05,Arkansas,2004,133,2749686.0,4.85,4.0,5.7,155.0
259,US06,California,2004,1547,35574576.0,4.35,4.1,4.6,155.0
260,US08,Colorado,2004,233,4575013.0,5.05,4.4,5.7,155.0
261,US09,Connecticut,2004,196,3496094.0,5.6,4.8,6.4,155.0
262,US10,Delaware,2004,38,830803.0,4.75,3.2,6.3,155.0
263,US11,District of Columbia,2004,53,567754.0,9.6,7.0,12.2,155.0
264,US12,Florida,2004,1258,17415318.0,7.2,6.8,7.6,155.0
265,US13,Georgia,2004,269,8769252.0,3.05,2.7,3.4,155.0
266,US15,Hawaii,2004,64,1273569.0,5.15,3.9,6.4,155.0
267,US16,Idaho,2004,48,1391802.0,3.55,2.5,4.6,155.0
268,US17,Illinois,2004,575,12589773.0,4.55,4.2,4.9,155.0
269,US18,Indiana,2004,150,6233007.0,2.4,2.0,2.8,155.0
270,US19,Iowa,2004,65,2953635.0,2.25,1.7,2.8,155.0
271,US20,Kansas,2004,118,2734373.0,4.3,3.5,5.1,155.0
272,US21,Kentucky,2004,237,4146101.0,5.7,5.0,6.4,155.0
273,US22,Louisiana,2004,158,4552238.0,3.45,2.9,4.0,155.0
274,US23,Maine,2004,105,1313688.0,8.0,6.5,9.5,155.0
275,US24,Maryland,2004,493,5546935.0,8.9,8.1,9.7,155.0
276,US25,Massachusetts,2004,467,6412281.0,7.25,6.6,7.9,155.0
277,US26,Michigan,2004,390,10055315.0,3.9,3.5,4.3,155.0
278,US27,Minnesota,2004,149,5087713.0,2.95,2.5,3.4,155.0
279,US28,Mississippi,2004,28,2889010.0,1.0,0.6,1.4,155.0
280,US29,Missouri,2004,284,5747741.0,4.95,4.4,5.5,155.0
281,US30,Montana,2004,46,930009.0,5.1,3.6,6.6,155.0
282,US31,Nebraska,2004,26,1749370.0,1.6,1.0,2.2,155.0
283,US32,Nevada,2004,330,2346222.0,14.05,12.5,15.6,155.0
284,US33,New Hampshire,2004,92,1290121.0,7.2,5.7,8.7,155.0
285,US34,New Jersey,2004,326,8634561.0,3.8,3.4,4.2,155.0
286,US35,New Mexico,2004,192,1903808.0,10.1,8.7,11.5,155.0
287,US36,New York,2004,514,19171567.0,2.65,2.4,2.9,155.0
288,US37,North Carolina,2004,576,8553152.0,6.75,6.2,7.3,155.0
289,US38,North Dakota,2004,13,644705.0,2.25,1.1,3.4,155.0
290,US39,Ohio,2004,557,11452251.0,4.9,4.5,5.3,155.0
291,US40,Oklahoma,2004,325,3525233.0,9.2,8.2,10.2,155.0
292,US41,Oregon,2004,274,3569463.0,7.7,6.8,8.6,155.0
293,US42,Pennsylvania,2004,484,12410722.0,3.9,3.6,4.2,155.0
294,US44,Rhode Island,2004,80,1074579.0,7.6,5.9,9.3,155.0
295,US45,South Carolina,2004,134,4210921.0,3.15,2.6,3.7,155.0
296,US46,South Dakota,2004,21,770396.0,2.95,1.7,4.2,155.0
297,US47,Tennessee,2004,403,5910809.0,6.85,6.2,7.5,155.0
298,US48,Texas,2004,836,22394023.0,3.75,3.5,4.0,155.0
299,US49,Utah,2004,275,2401580.0,11.45,10.1,12.8,155.0
300,US50,Vermont,2004,41,619920.0,6.85,4.7,9.0,155.0
301,US51,Virginia,2004,399,7475575.0,5.35,4.8,5.9,155.0
302,US53,Washington,2004,606,6178645.0,9.8,9.0,10.6,155.0
303,US54,West Virginia,2004,273,1816438.0,15.0,13.2,16.8,155.0
304,US55,Wisconsin,2004,226,5514026.0,4.1,3.6,4.6,155.0
305,US56,Wyoming,2004,14,509106.0,3.05,1.5,4.6,155.0
306,US01,Alabama,2005,83,4569805.0,1.85,1.4,2.3,163.0
307,US02,Alaska,2005,19,666946.0,3.05,1.7,4.4,163.0
308,US04,Arizona,2005,393,5839077.0,6.75,6.1,7.4,163.0
309,US05,Arkansas,2005,127,2781097.0,4.6,3.8,5.4,163.0
310,US06,California,2005,1485,35827943.0,4.15,3.9,4.4,163.0
311,US08,Colorado,2005,310,4631888.0,6.65,5.9,7.4,163.0
312,US09,Connecticut,2005,175,3506956.0,5.0,4.3,5.7,163.0
313,US10,Delaware,2005,33,845150.0,4.1,2.7,5.5,163.0
314,US11,District of Columbia,2005,45,567136.0,8.2,5.8,10.6,163.0
315,US12,Florida,2005,1151,17842038.0,6.45,6.1,6.8,163.0
316,US13,Georgia,2005,312,8925922.0,3.5,3.1,3.9,163.0
317,US15,Hawaii,2005,75,1292729.0,5.95,4.6,7.3,163.0
318,US16,Idaho,2005,52,1428241.0,3.75,2.7,4.8,163.0
319,US17,Illinois,2005,647,12609903.0,5.1,4.7,5.5,163.0
320,US18,Indiana,2005,169,6278616.0,2.7,2.3,3.1,163.0
321,US19,Iowa,2005,74,2964454.0,2.55,2.0,3.1,163.0
322,US20,Kansas,2005,112,2745299.0,4.05,3.3,4.8,163.0
323,US21,Kentucky,2005,294,4182742.0,7.0,6.2,7.8,163.0
324,US22,Louisiana,2005,185,4576628.0,4.05,3.5,4.6,163.0
325,US23,Maine,2005,124,1318787.0,9.4,7.7,11.1,163.0
326,US24,Maryland,2005,507,5592379.0,9.1,8.3,9.9,163.0
327,US25,Massachusetts,2005,579,6403290.0,9.05,8.3,9.8,163.0
328,US26,Michigan,2005,527,10051137.0,5.25,4.8,5.7,163.0
329,US27,Minnesota,2005,162,5119598.0,3.2,2.7,3.7,163.0
330,US28,Mississippi,2005,44,2905943.0,1.55,1.1,2.0,163.0
331,US29,Missouri,2005,306,5790300.0,5.3,4.7,5.9,163.0
332,US30,Montana,2005,47,940102.0,5.15,3.7,6.6,163.0
333,US31,Nebraska,2005,43,1761497.0,2.55,1.8,3.3,163.0
334,US32,Nevada,2005,365,2432143.0,15.0,13.5,16.5,163.0
335,US33,New Hampshire,2005,111,1298492.0,8.55,7.0,10.1,163.0
336,US34,New Jersey,2005,454,8651974.0,5.25,4.8,5.7,163.0
337,US35,New Mexico,2005,219,1932274.0,11.3,9.8,12.8,163.0
338,US36,New York,2005,580,19132610.0,3.05,2.8,3.3,163.0
339,US37,North Carolina,2005,659,8705407.0,7.55,7.0,8.1,163.0
340,US38,North Dakota,2005,360,646089.0,6.71668742217,5.78667496887,7.64669987547,163.0
341,US39,Ohio,2005,591,11463320.0,5.15,4.7,5.6,163.0
342,US40,Oklahoma,2005,319,3548597.0,9.0,8.0,10.0,163.0
343,US41,Oregon,2005,318,3613202.0,8.8,7.8,9.8,163.0
344,US42,Pennsylvania,2005,524,12449990.0,4.2,3.8,4.6,163.0
345,US44,Rhode Island,2005,122,1067916.0,11.45,9.4,13.5,163.0
346,US45,South Carolina,2005,154,4270150.0,3.6,3.0,4.2,163.0
347,US46,South Dakota,2005,22,775493.0,3.05,1.8,4.3,163.0
348,US47,Tennessee,2005,466,5991057.0,7.8,7.1,8.5,163.0
349,US48,Texas,2005,908,22778123.0,3.95,3.7,4.2,163.0
350,US49,Utah,2005,345,2457719.0,14.05,12.6,15.5,163.0
351,US50,Vermont,2005,46,621215.0,7.65,5.4,9.9,163.0
352,US51,Virginia,2005,385,7577105.0,5.1,4.6,5.6,163.0
353,US53,Washington,2005,629,6257305.0,10.05,9.3,10.8,163.0
354,US54,West Virginia,2005,154,1820492.0,8.45,7.1,9.8,163.0
355,US55,Wisconsin,2005,281,5546166.0,5.1,4.5,5.7,163.0
356,US56,Wyoming,2005,10,514157.0,2.25,0.9,3.6,163.0
357,US01,Alabama,2006,134,4628981.0,2.9,2.4,3.4,174.0
358,US02,Alaska,2006,29,675302.0,4.55,2.9,6.2,174.0
359,US04,Arizona,2006,479,6029141.0,7.95,7.2,8.7,174.0
360,US05,Arkansas,2006,149,2821761.0,5.25,4.4,6.1,174.0
361,US06,California,2006,1602,36021202.0,4.45,4.2,4.7,174.0
362,US08,Colorado,2006,337,4720423.0,7.15,6.4,7.9,174.0
363,US09,Connecticut,2006,238,3517460.0,6.75,5.9,7.6,174.0
364,US10,Delaware,2006,42,859268.0,5.05,3.5,6.6,174.0
365,US11,District of Columbia,2006,62,570681.0,11.1,8.3,13.9,174.0
366,US12,Florida,2006,1323,18166990.0,7.3,6.9,7.7,174.0
367,US13,Georgia,2006,344,9155813.0,3.8,3.4,4.2,174.0
368,US15,Hawaii,2006,67,1309731.0,5.25,4.0,6.5,174.0
369,US16,Idaho,2006,71,1468669.0,4.95,3.8,6.1,174.0
